hhdi,add_line1,barangay,city,2112,province,PH,classification,remarks
250097,,TALIMUNDOC,ORANI,3108,province,PH,,
250098,,TALIMUNDOC,ORANI,3109,province,PH,,
250099,,TALIMUNDOC,ORANI,3110,province,PH,,
250100,,TALIMUNDOC,ORANI,3111,province,PH,,
250101,,TALIMUNDOC,ORANI,3112,province,PH,,
250102,,TALIMUNDOC,ORANI,3113,province,PH,,
250103,,TALIMUNDOC,ORANI,3114,province,PH,,
250104,,TALIMUNDOC,ORANI,3115,province,PH,,
250105,,TALIMUNDOC,ORANI,3116,province,PH,,
250106,,TALIMUNDOC,ORANI,3117,province,PH,,
250107,,TALIMUNDOC,ORANI,3118,province,PH,,
250108,,TALIMUNDOC,ORANI,3119,province,PH,,
250109,,TALIMUNDOC,ORANI,3120,province,PH,,
250110,,TALIMUNDOC,ORANI,3121,province,PH,,
250111,,TALIMUNDOC,ORANI,3122,province,PH,,
250112,,TALIMUNDOC,ORANI,3123,province,PH,,
250113,,TALIMUNDOC,ORANI,3124,province,PH,,
250114,,TALIMUNDOC,ORANI,3125,province,PH,,
250115,,TALIMUNDOC,ORANI,3126,province,PH,,
250116,,TALIMUNDOC,ORANI,3127,province,PH,,
280001,,TALIMUNDOC,ORANI,3128,province,PH,,
280002,,TUGATOG,ORANI,3129,province,PH,,
280003,,TUGATOG,ORANI,3130,province,PH,,
280004,,TUGATOG,ORANI,3131,province,PH,,
280005,,TUGATOG,ORANI,3132,province,PH,,
280006,,TUGATOG,ORANI,3133,province,PH,,
280007,,TUGATOG,ORANI,3134,province,PH,,
280008,,TUGATOG,ORANI,3135,province,PH,,
280009,,TUGATOG,ORANI,3136,province,PH,,
280010,,TUGATOG,ORANI,3137,province,PH,,
280011,,TUGATOG,ORANI,3138,province,PH,,
280012,,TUGATOG,ORANI,3139,province,PH,,
280013,,TUGATOG,ORANI,3140,province,PH,,
280014,,TUGATOG,ORANI,3141,province,PH,,
280015,,TUGATOG,ORANI,3142,province,PH,,
280016,,TUGATOG,ORANI,3143,province,PH,,
280017,,TUGATOG,ORANI,3144,province,PH,,
280018,,TUGATOG,ORANI,3145,province,PH,,
280019,,TUGATOG,ORANI,3146,province,PH,,
280020,,TUGATOG,ORANI,3147,province,PH,,
280021,,TUGATOG,ORANI,3148,province,PH,,
280022,,TUGATOG,ORANI,3149,province,PH,,
280023,,TUGATOG,ORANI,3150,province,PH,,
280024,,TUGATOG,ORANI,3151,province,PH,,
280025,,TUGATOG,ORANI,3152,province,PH,,
280026,,TUGATOG,ORANI,3153,province,PH,,
280027,,TUGATOG,ORANI,3154,province,PH,,
280028,,TUGATOG,ORANI,3155,province,PH,,
280029,,TUGATOG,ORANI,3156,province,PH,,
280030,,TUGATOG,ORANI,3157,province,PH,,
280031,,TUGATOG,ORANI,3158,province,PH,,
280032,,TUGATOG,ORANI,3159,province,PH,,
280033,,TUGATOG,ORANI,3160,province,PH,,
280034,,TUGATOG,ORANI,3161,province,PH,,
280035,,TUGATOG,ORANI,3162,province,PH,,
280036,,TUGATOG,ORANI,3163,province,PH,,
280037,,TUGATOG,ORANI,3164,province,PH,,
280038,,TUGATOG,ORANI,3165,province,PH,,
280039,,TUGATOG,ORANI,3166,province,PH,,
280040,,TUGATOG,ORANI,3167,province,PH,,
280041,,TUGATOG,ORANI,3168,province,PH,,
280042,,TUGATOG,ORANI,3169,province,PH,,
280043,,TUGATOG,ORANI,3170,province,PH,,
280044,,TUGATOG,ORANI,3171,province,PH,,
280045,,TUGATOG,ORANI,3172,province,PH,,
280046,,TUGATOG,ORANI,3173,province,PH,,
280047,,TUGATOG,ORANI,3174,province,PH,,
280048,,TUGATOG,ORANI,3175,province,PH,,
280049,,TUGATOG,ORANI,3176,province,PH,,
280050,,TUGATOG,ORANI,3177,province,PH,,
280051,,TUGATOG,ORANI,3178,province,PH,,
280052,,TUGATOG,ORANI,3179,province,PH,,
280053,,TUGATOG,ORANI,3180,province,PH,,
280054,,TUGATOG,ORANI,3181,province,PH,,
280055,,TUGATOG,ORANI,3182,province,PH,,
280056,,TUGATOG,ORANI,3183,province,PH,,
280057,,TUGATOG,ORANI,3184,province,PH,,
280058,,TUGATOG,ORANI,3185,province,PH,,
280059,,TUGATOG,ORANI,3186,province,PH,,
280060,,TUGATOG,ORANI,3187,province,PH,,
280061,,TUGATOG,ORANI,3188,province,PH,,
280062,,TUGATOG,ORANI,3189,province,PH,,
280063,,TUGATOG,ORANI,3190,province,PH,,
280064,,TUGATOG,ORANI,3191,province,PH,,
280065,,TUGATOG,ORANI,3192,province,PH,,
280066,,TUGATOG,ORANI,3193,province,PH,,
280067,,TUGATOG,ORANI,3194,province,PH,,
280068,,TUGATOG,ORANI,3195,province,PH,,
280069,,TUGATOG,ORANI,3196,province,PH,,
280070,,TUGATOG,ORANI,3197,province,PH,,
280071,,TUGATOG,ORANI,3198,province,PH,,
280072,,TUGATOG,ORANI,3199,province,PH,,
280073,,TUGATOG,ORANI,3200,province,PH,,
280074,,TUGATOG,ORANI,3201,province,PH,,
280075,,TUGATOG,ORANI,3202,province,PH,,
280076,,TUGATOG,ORANI,3203,province,PH,,
280077,,TUGATOG,ORANI,3204,province,PH,,
280078,,TUGATOG,ORANI,3205,province,PH,,
280079,,TUGATOG,ORANI,3206,province,PH,,
280080,,TUGATOG,ORANI,3207,province,PH,,
280081,,TUGATOG,ORANI,3208,province,PH,,
280082,,TUGATOG,ORANI,3209,province,PH,,
280083,,TUGATOG,ORANI,3210,province,PH,,
280084,,TUGATOG,ORANI,3211,province,PH,,
280085,,TUGATOG,ORANI,3212,province,PH,,
280086,,TUGATOG,ORANI,3213,province,PH,,
280087,,TUGATOG,ORANI,3214,province,PH,,
280088,,TUGATOG,ORANI,3215,province,PH,,
280089,,TUGATOG,ORANI,3216,province,PH,,
280090,,TUGATOG,ORANI,3217,province,PH,,
280091,,TUGATOG,ORANI,3218,province,PH,,
280092,,TUGATOG,ORANI,3219,province,PH,,
280093,,TUGATOG,ORANI,3220,province,PH,,
280094,,TUGATOG,ORANI,3221,province,PH,,
280095,,TUGATOG,ORANI,3222,province,PH,,
280096,,TUGATOG,ORANI,3223,province,PH,,
280097,,TUGATOG,ORANI,3224,province,PH,,
280098,,TUGATOG,ORANI,3225,province,PH,,
280099,,TUGATOG,ORANI,3226,province,PH,,
280100,,TUGATOG,ORANI,3227,province,PH,,
280101,,TUGATOG,ORANI,3228,province,PH,,
280102,,TUGATOG,ORANI,3229,province,PH,,
280103,,TUGATOG,ORANI,3230,province,PH,,
280104,,TUGATOG,ORANI,3231,province,PH,,
280105,,TUGATOG,ORANI,3232,province,PH,,
280106,,TUGATOG,ORANI,3233,province,PH,,
280107,,TUGATOG,ORANI,3234,province,PH,,
280108,,TUGATOG,ORANI,3235,province,PH,,
280109,,TUGATOG,ORANI,3236,province,PH,,
280110,,TUGATOG,ORANI,3237,province,PH,,
280111,,TUGATOG,ORANI,3238,province,PH,,
280112,,TUGATOG,ORANI,3239,province,PH,,
280113,,TUGATOG,ORANI,3240,province,PH,,
280114,,TUGATOG,ORANI,3241,province,PH,,
280115,,TUGATOG,ORANI,3242,province,PH,,
280116,,TUGATOG,ORANI,3243,province,PH,,
280117,,TUGATOG,ORANI,3244,province,PH,,
280118,,TUGATOG,ORANI,3245,province,PH,,
280119,,TUGATOG,ORANI,3246,province,PH,,
280120,,TUGATOG,ORANI,3247,province,PH,,
280121,,TUGATOG,ORANI,3248,province,PH,,
280122,,TUGATOG,ORANI,3249,province,PH,,
280123,,TUGATOG,ORANI,3250,province,PH,,
280124,,TUGATOG,ORANI,3251,province,PH,,
280125,,TUGATOG,ORANI,3252,province,PH,,
280126,,TUGATOG,ORANI,3253,province,PH,,
280127,,TUGATOG,ORANI,3254,province,PH,,
280128,,TUGATOG,ORANI,3255,province,PH,,
280129,,TUGATOG,ORANI,3256,province,PH,,
280130,,TUGATOG,ORANI,3257,province,PH,,
280131,,TUGATOG,ORANI,3258,province,PH,,
280132,,TUGATOG,ORANI,3259,province,PH,,
280133,,TUGATOG,ORANI,3260,province,PH,,
280134,,TUGATOG,ORANI,3261,province,PH,,
280135,,TUGATOG,ORANI,3262,province,PH,,
280136,,TUGATOG,ORANI,3263,province,PH,,
280137,,TUGATOG,ORANI,3264,province,PH,,
280138,,TUGATOG,ORANI,3265,province,PH,,
280139,,TUGATOG,ORANI,3266,province,PH,,
280140,,TUGATOG,ORANI,3267,province,PH,,
280141,,TUGATOG,ORANI,3268,province,PH,,
280142,,TUGATOG,ORANI,3269,province,PH,,
280143,,TUGATOG,ORANI,3270,province,PH,,
280144,,TUGATOG,ORANI,3271,province,PH,,
280145,,TUGATOG,ORANI,3272,province,PH,,
280146,,TUGATOG,ORANI,3273,province,PH,,
280147,,TUGATOG,ORANI,3274,province,PH,,
280148,,TUGATOG,ORANI,3275,province,PH,,
280149,,TUGATOG,ORANI,3276,province,PH,,
280150,,TUGATOG,ORANI,3277,province,PH,,
280151,,TUGATOG,ORANI,3278,province,PH,,
280152,,TUGATOG,ORANI,3279,province,PH,,
280153,,TUGATOG,ORANI,3280,province,PH,,
280154,,TUGATOG,ORANI,3281,province,PH,,
280155,,TUGATOG,ORANI,3282,province,PH,,
280156,,TUGATOG,ORANI,3283,province,PH,,
280157,,TUGATOG,ORANI,3284,province,PH,,
280158,,TUGATOG,ORANI,3285,province,PH,,
280159,,TUGATOG,ORANI,3286,province,PH,,
280160,,TUGATOG,ORANI,3287,province,PH,,
280161,,TUGATOG,ORANI,3288,province,PH,,
280162,,TUGATOG,ORANI,3289,province,PH,,
280163,,TUGATOG,ORANI,3290,province,PH,,
280164,,TUGATOG,ORANI,3291,province,PH,,
280165,,TUGATOG,ORANI,3292,province,PH,,
280166,,TUGATOG,ORANI,3293,province,PH,,
280167,,TUGATOG,ORANI,3294,province,PH,,
280168,,TUGATOG,ORANI,3295,province,PH,,
280169,,TUGATOG,ORANI,3296,province,PH,,
280170,,TUGATOG,ORANI,3297,province,PH,,
280171,,TUGATOG,ORANI,3298,province,PH,,
280172,,TUGATOG,ORANI,3299,province,PH,,
280173,,TUGATOG,ORANI,3300,province,PH,,
280174,,TUGATOG,ORANI,3301,province,PH,,
280175,,TUGATOG,ORANI,3302,province,PH,,
280176,,TUGATOG,ORANI,3303,province,PH,,
280177,,TUGATOG,ORANI,3304,province,PH,,
280178,,TUGATOG,ORANI,3305,province,PH,,
280179,,TUGATOG,ORANI,3306,province,PH,,
280180,,TUGATOG,ORANI,3307,province,PH,,
280181,,TUGATOG,ORANI,3308,province,PH,,
280182,,TUGATOG,ORANI,3309,province,PH,,
280183,,TUGATOG,ORANI,3310,province,PH,,
280184,,TUGATOG,ORANI,3311,province,PH,,
280185,,TUGATOG,ORANI,3312,province,PH,,
280186,,TUGATOG,ORANI,3313,province,PH,,
280187,,TUGATOG,ORANI,3314,province,PH,,
280188,,TUGATOG,ORANI,3315,province,PH,,
280189,,TUGATOG,ORANI,3316,province,PH,,
280190,,TUGATOG,ORANI,3317,province,PH,,
280191,,TUGATOG,ORANI,3318,province,PH,,
280192,,TUGATOG,ORANI,3319,province,PH,,
280193,,TUGATOG,ORANI,3320,province,PH,,
280194,,TUGATOG,ORANI,3321,province,PH,,
280195,,TUGATOG,ORANI,3322,province,PH,,
280196,,TUGATOG,ORANI,3323,province,PH,,
280197,,TUGATOG,ORANI,3324,province,PH,,
280198,,TUGATOG,ORANI,3325,province,PH,,
280199,,TUGATOG,ORANI,3326,province,PH,,
280200,,TUGATOG,ORANI,3327,province,PH,,
280201,,TUGATOG,ORANI,3328,province,PH,,
280202,,TUGATOG,ORANI,3329,province,PH,,
280203,,TUGATOG,ORANI,3330,province,PH,,
280204,,TUGATOG,ORANI,3331,province,PH,,
280205,,TUGATOG,ORANI,3332,province,PH,,
280206,,TUGATOG,ORANI,3333,province,PH,,
280207,,TUGATOG,ORANI,3334,province,PH,,
280208,,TUGATOG,ORANI,3335,province,PH,,
280209,,TUGATOG,ORANI,3336,province,PH,,
280210,,TUGATOG,ORANI,3337,province,PH,,
280211,,TUGATOG,ORANI,3338,province,PH,,
280212,,TUGATOG,ORANI,3339,province,PH,,
280213,,TUGATOG,ORANI,3340,province,PH,,
280214,,TUGATOG,ORANI,3341,province,PH,,
280215,,TUGATOG,ORANI,3342,province,PH,,
280216,,TUGATOG,ORANI,3343,province,PH,,
280217,,TUGATOG,ORANI,3344,province,PH,,
280218,,TUGATOG,ORANI,3345,province,PH,,
280219,,TUGATOG,ORANI,3346,province,PH,,
280220,,TUGATOG,ORANI,3347,province,PH,,
280221,,TUGATOG,ORANI,3348,province,PH,,
280222,,TUGATOG,ORANI,3349,province,PH,,
280223,,TUGATOG,ORANI,3350,province,PH,,
280224,,TUGATOG,ORANI,3351,province,PH,,
280225,,TUGATOG,ORANI,3352,province,PH,,
280226,,TUGATOG,ORANI,3353,province,PH,,
280227,,TUGATOG,ORANI,3354,province,PH,,
280228,,TUGATOG,ORANI,3355,province,PH,,
280229,,TUGATOG,ORANI,3356,province,PH,,
280230,,TUGATOG,ORANI,3357,province,PH,,
280231,,TUGATOG,ORANI,3358,province,PH,,
280232,,TUGATOG,ORANI,3359,province,PH,,
280233,,TUGATOG,ORANI,3360,province,PH,,
280234,,TUGATOG,ORANI,3361,province,PH,,
280235,,TUGATOG,ORANI,3362,province,PH,,
280236,,TUGATOG,ORANI,3363,province,PH,,
280237,,TUGATOG,ORANI,3364,province,PH,,
280238,,TUGATOG,ORANI,3365,province,PH,,
280239,,TUGATOG,ORANI,3366,province,PH,,
280240,,TUGATOG,ORANI,3367,province,PH,,
280241,,TUGATOG,ORANI,3368,province,PH,,
280242,,TUGATOG,ORANI,3369,province,PH,,
280243,,TUGATOG,ORANI,3370,province,PH,,
280244,,TUGATOG,ORANI,3371,province,PH,,
280245,,TUGATOG,ORANI,3372,province,PH,,
280246,,TUGATOG,ORANI,3373,province,PH,,
280247,,TUGATOG,ORANI,3374,province,PH,,
280248,,TUGATOG,ORANI,3375,province,PH,,
280249,,TUGATOG,ORANI,3376,province,PH,,
280250,,TUGATOG,ORANI,3377,province,PH,,
280251,,TUGATOG,ORANI,3378,province,PH,,
280252,,TUGATOG,ORANI,3379,province,PH,,
280253,,TUGATOG,ORANI,3380,province,PH,,
280254,,TUGATOG,ORANI,3381,province,PH,,
280255,,TUGATOG,ORANI,3382,province,PH,,
280256,,TUGATOG,ORANI,3383,province,PH,,
280257,,TUGATOG,ORANI,3384,province,PH,,
280258,,TUGATOG,ORANI,3385,province,PH,,
280259,,TUGATOG,ORANI,3386,province,PH,,
280260,,TUGATOG,ORANI,3387,province,PH,,
280261,,TUGATOG,ORANI,3388,province,PH,,
280262,,TUGATOG,ORANI,3389,province,PH,,
280263,,TUGATOG,ORANI,3390,province,PH,,
280264,,TUGATOG,ORANI,3391,province,PH,,
280265,,TUGATOG,ORANI,3392,province,PH,,
280266,,TUGATOG,ORANI,3393,province,PH,,
280267,,TUGATOG,ORANI,3394,province,PH,,
280268,,TUGATOG,ORANI,3395,province,PH,,
280269,,TUGATOG,ORANI,3396,province,PH,,
280270,,TUGATOG,ORANI,3397,province,PH,,
280271,,TUGATOG,ORANI,3398,province,PH,,
280272,,TUGATOG,ORANI,3399,province,PH,,
280273,,TUGATOG,ORANI,3400,province,PH,,
280274,,TUGATOG,ORANI,3401,province,PH,,
280275,,TUGATOG,ORANI,3402,province,PH,,
280276,,TUGATOG,ORANI,3403,province,PH,,
280277,,TUGATOG,ORANI,3404,province,PH,,
280278,,TUGATOG,ORANI,3405,province,PH,,
280279,,TUGATOG,ORANI,3406,province,PH,,
280280,,TUGATOG,ORANI,3407,province,PH,,
280281,,TUGATOG,ORANI,3408,province,PH,,
290001,,WAWA,ORANI,3409,province,PH,,
290002,,WAWA,ORANI,3410,province,PH,,
290003,,WAWA,ORANI,3411,province,PH,,
290004,,WAWA,ORANI,3412,province,PH,,
290005,,WAWA,ORANI,3413,province,PH,,
290006,,WAWA,ORANI,3414,province,PH,,
290007,,WAWA,ORANI,3415,province,PH,,
290008,,WAWA,ORANI,3416,province,PH,,
290009,,WAWA,ORANI,3417,province,PH,,
290010,,WAWA,ORANI,3418,province,PH,,
290011,,WAWA,ORANI,3419,province,PH,,
290012,,WAWA,ORANI,3420,province,PH,,
290013,,WAWA,ORANI,3421,province,PH,,
290014,,WAWA,ORANI,3422,province,PH,,
290015,,WAWA,ORANI,3423,province,PH,,
290016,,WAWA,ORANI,3424,province,PH,,
290017,,WAWA,ORANI,3425,province,PH,,
290018,,WAWA,ORANI,3426,province,PH,,
290019,,WAWA,ORANI,3427,province,PH,,
290020,,WAWA,ORANI,3428,province,PH,,
290021,,WAWA,ORANI,3429,province,PH,,
290022,,WAWA,ORANI,3430,province,PH,,
290023,,WAWA,ORANI,3431,province,PH,,
290024,,WAWA,ORANI,3432,province,PH,,
290025,,WAWA,ORANI,3433,province,PH,,
290026,,WAWA,ORANI,3434,province,PH,,
290027,,WAWA,ORANI,3435,province,PH,,
290028,,WAWA,ORANI,3436,province,PH,,
290029,,WAWA,ORANI,3437,province,PH,,
290030,,WAWA,ORANI,3438,province,PH,,
290031,,WAWA,ORANI,3439,province,PH,,
290032,,WAWA,ORANI,3440,province,PH,,
290033,,WAWA,ORANI,3441,province,PH,,
290034,,WAWA,ORANI,3442,province,PH,,
290035,,WAWA,ORANI,3443,province,PH,,
290036,,WAWA,ORANI,3444,province,PH,,
290037,,WAWA,ORANI,3445,province,PH,,
290038,,WAWA,ORANI,3446,province,PH,,
290039,,WAWA,ORANI,3447,province,PH,,
290040,,WAWA,ORANI,3448,province,PH,,
290041,,WAWA,ORANI,3449,province,PH,,
290042,,WAWA,ORANI,3450,province,PH,,
290043,,WAWA,ORANI,3451,province,PH,,
290044,,WAWA,ORANI,3452,province,PH,,
290045,,WAWA,ORANI,3453,province,PH,,
290046,,WAWA,ORANI,3454,province,PH,,
290047,,WAWA,ORANI,3455,province,PH,,
290048,,WAWA,ORANI,3456,province,PH,,
290049,,WAWA,ORANI,3457,province,PH,,
290050,,WAWA,ORANI,3458,province,PH,,
290051,,WAWA,ORANI,3459,province,PH,,
290052,,WAWA,ORANI,3460,province,PH,,
290053,,WAWA,ORANI,3461,province,PH,,
290054,,WAWA,ORANI,3462,province,PH,,
290055,,WAWA,ORANI,3463,province,PH,,
290056,,WAWA,ORANI,3464,province,PH,,
290057,,WAWA,ORANI,3465,province,PH,,
290058,,WAWA,ORANI,3466,province,PH,,
290059,,WAWA,ORANI,3467,province,PH,,
290060,,WAWA,ORANI,3468,province,PH,,
290061,,WAWA,ORANI,3469,province,PH,,
290062,,WAWA,ORANI,3470,province,PH,,
290063,,WAWA,ORANI,3471,province,PH,,
290064,,WAWA,ORANI,3472,province,PH,,
290065,,WAWA,ORANI,3473,province,PH,,
290066,,WAWA,ORANI,3474,province,PH,,
290067,,WAWA,ORANI,3475,province,PH,,
290068,,WAWA,ORANI,3476,province,PH,,
290069,,WAWA,ORANI,3477,province,PH,,
290070,,WAWA,ORANI,3478,province,PH,,
290071,,WAWA,ORANI,3479,province,PH,,
290072,,WAWA,ORANI,3480,province,PH,,
290073,,WAWA,ORANI,3481,province,PH,,
290074,,WAWA,ORANI,3482,province,PH,,
290075,,WAWA,ORANI,3483,province,PH,,
290076,,WAWA,ORANI,3484,province,PH,,
290077,,WAWA,ORANI,3485,province,PH,,
290078,,WAWA,ORANI,3486,province,PH,,
290079,,WAWA,ORANI,3487,province,PH,,
290080,,WAWA,ORANI,3488,province,PH,,
290081,,WAWA,ORANI,3489,province,PH,,
290082,,WAWA,ORANI,3490,province,PH,,
290083,,WAWA,ORANI,3491,province,PH,,
290084,,WAWA,ORANI,3492,province,PH,,
290085,,WAWA,ORANI,3493,province,PH,,
290086,,WAWA,ORANI,3494,province,PH,,
260001,,TAPULAO,ORANI,3495,province,PH,,
260002,,TAPULAO,ORANI,3496,province,PH,,
260003,,TAPULAO,ORANI,3497,province,PH,,
260004,,TAPULAO,ORANI,3498,province,PH,,
260005,,TAPULAO,ORANI,3499,province,PH,,
260006,,TAPULAO,ORANI,3500,province,PH,,
260007,,TAPULAO,ORANI,3501,province,PH,,
260008,,TAPULAO,ORANI,3502,province,PH,,
260009,,TAPULAO,ORANI,3503,province,PH,,
260010,,TAPULAO,ORANI,3504,province,PH,,
260011,,TAPULAO,ORANI,3505,province,PH,,
260012,,TAPULAO,ORANI,3506,province,PH,,
260013,,TAPULAO,ORANI,3507,province,PH,,
260014,,TAPULAO,ORANI,3508,province,PH,,
260015,,TAPULAO,ORANI,3509,province,PH,,
260016,,TAPULAO,ORANI,3510,province,PH,,
260017,,TAPULAO,ORANI,3511,province,PH,,
260018,,TAPULAO,ORANI,3512,province,PH,,
260019,,TAPULAO,ORANI,3513,province,PH,,
260020,,TAPULAO,ORANI,3514,province,PH,,
260021,,TAPULAO,ORANI,3515,province,PH,,
260022,,TAPULAO,ORANI,3516,province,PH,,
260023,,TAPULAO,ORANI,3517,province,PH,,
260024,,TAPULAO,ORANI,3518,province,PH,,
260025,,TAPULAO,ORANI,3519,province,PH,,
260026,,TAPULAO,ORANI,3520,province,PH,,
260027,,TAPULAO,ORANI,3521,province,PH,,
260028,,TAPULAO,ORANI,3522,province,PH,,
260029,,TAPULAO,ORANI,3523,province,PH,,
260030,,TAPULAO,ORANI,3524,province,PH,,
260031,,TAPULAO,ORANI,3525,province,PH,,
260032,,TAPULAO,ORANI,3526,province,PH,,
260033,,TAPULAO,ORANI,3527,province,PH,,
260034,,TAPULAO,ORANI,3528,province,PH,,
260035,,TAPULAO,ORANI,3529,province,PH,,
260036,,TAPULAO,ORANI,3530,province,PH,,
260037,,TAPULAO,ORANI,3531,province,PH,,
260038,,TAPULAO,ORANI,3532,province,PH,,
260039,,TAPULAO,ORANI,3533,province,PH,,
260040,,TAPULAO,ORANI,3534,province,PH,,
260041,,TAPULAO,ORANI,3535,province,PH,,
260042,,TAPULAO,ORANI,3536,province,PH,,
260043,,TAPULAO,ORANI,3537,province,PH,,
260044,,TAPULAO,ORANI,3538,province,PH,,
260045,,TAPULAO,ORANI,3539,province,PH,,
260046,,TAPULAO,ORANI,3540,province,PH,,
260047,,TAPULAO,ORANI,3541,province,PH,,
260048,,TAPULAO,ORANI,3542,province,PH,,
260049,,TAPULAO,ORANI,3543,province,PH,,
260050,,TAPULAO,ORANI,3544,province,PH,,
260051,,TAPULAO,ORANI,3545,province,PH,,
260052,,TAPULAO,ORANI,3546,province,PH,,
260053,,TAPULAO,ORANI,3547,province,PH,,
260054,,TAPULAO,ORANI,3548,province,PH,,
260055,,TAPULAO,ORANI,3549,province,PH,,
260056,,TAPULAO,ORANI,3550,province,PH,,
260057,,TAPULAO,ORANI,3551,province,PH,,
260058,,TAPULAO,ORANI,3552,province,PH,,
260059,,TAPULAO,ORANI,3553,province,PH,,
260060,,TAPULAO,ORANI,3554,province,PH,,
260061,,TAPULAO,ORANI,3555,province,PH,,
260062,,TAPULAO,ORANI,3556,province,PH,,
260063,,TAPULAO,ORANI,3557,province,PH,,
260064,,TAPULAO,ORANI,3558,province,PH,,
260065,,TAPULAO,ORANI,3559,province,PH,,
260066,,TAPULAO,ORANI,3560,province,PH,,
260067,,TAPULAO,ORANI,3561,province,PH,,
260068,,TAPULAO,ORANI,3562,province,PH,,
260069,,TAPULAO,ORANI,3563,province,PH,,
260070,,TAPULAO,ORANI,3564,province,PH,,
260071,,TAPULAO,ORANI,3565,province,PH,,
260072,,TAPULAO,ORANI,3566,province,PH,,
260073,,TAPULAO,ORANI,3567,province,PH,,
260074,,TAPULAO,ORANI,3568,province,PH,,
260075,,TAPULAO,ORANI,3569,province,PH,,
260076,,TAPULAO,ORANI,3570,province,PH,,
260077,,TAPULAO,ORANI,3571,province,PH,,
260078,,TAPULAO,ORANI,3572,province,PH,,
260079,,TAPULAO,ORANI,3573,province,PH,,
260080,,TAPULAO,ORANI,3574,province,PH,,
260081,,TAPULAO,ORANI,3575,province,PH,,
260082,,TAPULAO,ORANI,3576,province,PH,,
260083,,TAPULAO,ORANI,3577,province,PH,,
260084,,TAPULAO,ORANI,3578,province,PH,,
260085,,TAPULAO,ORANI,3579,province,PH,,
260086,,TAPULAO,ORANI,3580,province,PH,,
260087,,TAPULAO,ORANI,3581,province,PH,,
260088,,TAPULAO,ORANI,3582,province,PH,,
260089,,TAPULAO,ORANI,3583,province,PH,,
260090,,TAPULAO,ORANI,3584,province,PH,,
260091,,TAPULAO,ORANI,3585,province,PH,,
260092,,TAPULAO,ORANI,3586,province,PH,,
260093,,TAPULAO,ORANI,3587,province,PH,,
260094,,TAPULAO,ORANI,3588,province,PH,,
260095,,TAPULAO,ORANI,3589,province,PH,,
260096,,TAPULAO,ORANI,3590,province,PH,,
260097,,TAPULAO,ORANI,3591,province,PH,,
260098,,TAPULAO,ORANI,3592,province,PH,,
260099,,TAPULAO,ORANI,3593,province,PH,,
260100,,TAPULAO,ORANI,3594,province,PH,,
260101,,TAPULAO,ORANI,3595,province,PH,,
260102,,TAPULAO,ORANI,3596,province,PH,,
260103,,TAPULAO,ORANI,3597,province,PH,,
260104,,TAPULAO,ORANI,3598,province,PH,,
260105,,TAPULAO,ORANI,3599,province,PH,,
260106,,TAPULAO,ORANI,3600,province,PH,,
260107,,TAPULAO,ORANI,3601,province,PH,,
260108,,TAPULAO,ORANI,3602,province,PH,,
260109,,TAPULAO,ORANI,3603,province,PH,,
260110,,TAPULAO,ORANI,3604,province,PH,,
260111,,TAPULAO,ORANI,3605,province,PH,,
260112,,TAPULAO,ORANI,3606,province,PH,,
260113,,TAPULAO,ORANI,3607,province,PH,,
260114,,TAPULAO,ORANI,3608,province,PH,,
260115,,TAPULAO,ORANI,3609,province,PH,,
260116,,TAPULAO,ORANI,3610,province,PH,,
260117,,TAPULAO,ORANI,3611,province,PH,,
260118,,TAPULAO,ORANI,3612,province,PH,,
