hhdi,add_line1,barangay,city,2112,province,PH,classification,remarks
260119,,TAPULAO,ORANI,3613,province,PH,,
260120,,TAPULAO,ORANI,3614,province,PH,,
260121,,TAPULAO,ORANI,3615,province,PH,,
260122,,TAPULAO,ORANI,3616,province,PH,,
260123,,TAPULAO,ORANI,3617,province,PH,,
260124,,TAPULAO,ORANI,3618,province,PH,,
260125,,TAPULAO,ORANI,3619,province,PH,,
260126,,TAPULAO,ORANI,3620,province,PH,,
260127,,TAPULAO,ORANI,3621,province,PH,,
260128,,TAPULAO,ORANI,3622,province,PH,,
260129,,TAPULAO,ORANI,3623,province,PH,,
260130,,TAPULAO,ORANI,3624,province,PH,,
260131,,TAPULAO,ORANI,3625,province,PH,,
260132,,TAPULAO,ORANI,3626,province,PH,,
260133,,TAPULAO,ORANI,3627,province,PH,,
260134,,TAPULAO,ORANI,3628,province,PH,,
260135,,TAPULAO,ORANI,3629,province,PH,,
260136,,TAPULAO,ORANI,3630,province,PH,,
260137,,TAPULAO,ORANI,3631,province,PH,,
260138,,TAPULAO,ORANI,3632,province,PH,,
260139,,TAPULAO,ORANI,3633,province,PH,,
260140,,TAPULAO,ORANI,3634,province,PH,,
260141,,TAPULAO,ORANI,3635,province,PH,,
260142,,TAPULAO,ORANI,3636,province,PH,,
260143,,TAPULAO,ORANI,3637,province,PH,,
260144,,TAPULAO,ORANI,3638,province,PH,,
260145,,TAPULAO,ORANI,3639,province,PH,,
260146,,TAPULAO,ORANI,3640,province,PH,,
260147,,TAPULAO,ORANI,3641,province,PH,,
260148,,TAPULAO,ORANI,3642,province,PH,,
260149,,TAPULAO,ORANI,3643,province,PH,,
260150,,TAPULAO,ORANI,3644,province,PH,,
260151,,TAPULAO,ORANI,3645,province,PH,,
260152,,TAPULAO,ORANI,3646,province,PH,,
260153,,TAPULAO,ORANI,3647,province,PH,,
260154,,TAPULAO,ORANI,3648,province,PH,,
260155,,TAPULAO,ORANI,3649,province,PH,,
260156,,TAPULAO,ORANI,3650,province,PH,,
260157,,TAPULAO,ORANI,3651,province,PH,,
260158,,TAPULAO,ORANI,3652,province,PH,,
260159,,TAPULAO,ORANI,3653,province,PH,,
260160,,TAPULAO,ORANI,3654,province,PH,,
260161,,TAPULAO,ORANI,3655,province,PH,,
260162,,TAPULAO,ORANI,3656,province,PH,,
260163,,TAPULAO,ORANI,3657,province,PH,,
260164,,TAPULAO,ORANI,3658,province,PH,,
260165,,TAPULAO,ORANI,3659,province,PH,,
260166,,TAPULAO,ORANI,3660,province,PH,,
260167,,TAPULAO,ORANI,3661,province,PH,,
260168,,TAPULAO,ORANI,3662,province,PH,,
260169,,TAPULAO,ORANI,3663,province,PH,,
260170,,TAPULAO,ORANI,3664,province,PH,,
260171,,TAPULAO,ORANI,3665,province,PH,,
260172,,TAPULAO,ORANI,3666,province,PH,,
260173,,TAPULAO,ORANI,3667,province,PH,,
260174,,TAPULAO,ORANI,3668,province,PH,,
260175,,TAPULAO,ORANI,3669,province,PH,,
260176,,TAPULAO,ORANI,3670,province,PH,,
260177,,TAPULAO,ORANI,3671,province,PH,,
260178,,TAPULAO,ORANI,3672,province,PH,,
260179,,TAPULAO,ORANI,3673,province,PH,,
260180,,TAPULAO,ORANI,3674,province,PH,,
260181,,TAPULAO,ORANI,3675,province,PH,,
260182,,TAPULAO,ORANI,3676,province,PH,,
260183,,TAPULAO,ORANI,3677,province,PH,,
260184,,TAPULAO,ORANI,3678,province,PH,,
260185,,TAPULAO,ORANI,3679,province,PH,,
260186,,TAPULAO,ORANI,3680,province,PH,,
260187,,TAPULAO,ORANI,3681,province,PH,,
260188,,TAPULAO,ORANI,3682,province,PH,,
260189,,TAPULAO,ORANI,3683,province,PH,,
260190,,TAPULAO,ORANI,3684,province,PH,,
260191,,TAPULAO,ORANI,3685,province,PH,,
260192,,TAPULAO,ORANI,3686,province,PH,,
260193,,TAPULAO,ORANI,3687,province,PH,,
260194,,TAPULAO,ORANI,3688,province,PH,,
260195,,TAPULAO,ORANI,3689,province,PH,,
260196,,TAPULAO,ORANI,3690,province,PH,,
260197,,TAPULAO,ORANI,3691,province,PH,,
260198,,TAPULAO,ORANI,3692,province,PH,,
260199,,TAPULAO,ORANI,3693,province,PH,,
260200,,TAPULAO,ORANI,3694,province,PH,,
260201,,TAPULAO,ORANI,3695,province,PH,,
260202,,TAPULAO,ORANI,3696,province,PH,,
260203,,TAPULAO,ORANI,3697,province,PH,,
260204,,TAPULAO,ORANI,3698,province,PH,,
260205,,TAPULAO,ORANI,3699,province,PH,,
260206,,TAPULAO,ORANI,3700,province,PH,,
260207,,TAPULAO,ORANI,3701,province,PH,,
260208,,TAPULAO,ORANI,3702,province,PH,,
260209,,TAPULAO,ORANI,3703,province,PH,,
260210,,TAPULAO,ORANI,3704,province,PH,,
260211,,TAPULAO,ORANI,3705,province,PH,,
260212,,TAPULAO,ORANI,3706,province,PH,,
260213,,TAPULAO,ORANI,3707,province,PH,,
260214,,TAPULAO,ORANI,3708,province,PH,,
260215,,TAPULAO,ORANI,3709,province,PH,,
260216,,TAPULAO,ORANI,3710,province,PH,,
260217,,TAPULAO,ORANI,3711,province,PH,,
260218,,TAPULAO,ORANI,3712,province,PH,,
260219,,TAPULAO,ORANI,3713,province,PH,,
260220,,TAPULAO,ORANI,3714,province,PH,,
260221,,TAPULAO,ORANI,3715,province,PH,,
260222,,TAPULAO,ORANI,3716,province,PH,,
260223,,TAPULAO,ORANI,3717,province,PH,,
260224,,TAPULAO,ORANI,3718,province,PH,,
260225,,TAPULAO,ORANI,3719,province,PH,,
260226,,TAPULAO,ORANI,3720,province,PH,,
260227,,TAPULAO,ORANI,3721,province,PH,,
260228,,TAPULAO,ORANI,3722,province,PH,,
260229,,TAPULAO,ORANI,3723,province,PH,,
260230,,TAPULAO,ORANI,3724,province,PH,,
260231,,TAPULAO,ORANI,3725,province,PH,,
260232,,TAPULAO,ORANI,3726,province,PH,,
260233,,TAPULAO,ORANI,3727,province,PH,,
260234,,TAPULAO,ORANI,3728,province,PH,,
260235,,TAPULAO,ORANI,3729,province,PH,,
260236,,TAPULAO,ORANI,3730,province,PH,,
260237,,TAPULAO,ORANI,3731,province,PH,,
260238,,TAPULAO,ORANI,3732,province,PH,,
260239,,TAPULAO,ORANI,3733,province,PH,,
260240,,TAPULAO,ORANI,3734,province,PH,,
260241,,TAPULAO,ORANI,3735,province,PH,,
260242,,TAPULAO,ORANI,3736,province,PH,,
260243,,TAPULAO,ORANI,3737,province,PH,,
260244,,TAPULAO,ORANI,3738,province,PH,,
260245,,TAPULAO,ORANI,3739,province,PH,,
260246,,TAPULAO,ORANI,3740,province,PH,,
260247,,TAPULAO,ORANI,3741,province,PH,,
260248,,TAPULAO,ORANI,3742,province,PH,,
260249,,TAPULAO,ORANI,3743,province,PH,,
260250,,TAPULAO,ORANI,3744,province,PH,,
20001,,BAGONG PARAISO,ORANI,3745,province,PH,,
20002,,BAGONG PARAISO,ORANI,3746,province,PH,,
20003,,BAGONG PARAISO,ORANI,3747,province,PH,,
20004,,BAGONG PARAISO,ORANI,3748,province,PH,,
20005,,BAGONG PARAISO,ORANI,3749,province,PH,,
20006,,BAGONG PARAISO,ORANI,3750,province,PH,,
20007,,BAGONG PARAISO,ORANI,3751,province,PH,,
20008,,BAGONG PARAISO,ORANI,3752,province,PH,,
20009,,BAGONG PARAISO,ORANI,3753,province,PH,,
20010,,BAGONG PARAISO,ORANI,3754,province,PH,,
20011,,BAGONG PARAISO,ORANI,3755,province,PH,,
20012,,BAGONG PARAISO,ORANI,3756,province,PH,,
20013,,BAGONG PARAISO,ORANI,3757,province,PH,,
20014,,BAGONG PARAISO,ORANI,3758,province,PH,,
20015,,BAGONG PARAISO,ORANI,3759,province,PH,,
20016,,BAGONG PARAISO,ORANI,3760,province,PH,,
20017,,BAGONG PARAISO,ORANI,3761,province,PH,,
20018,,BAGONG PARAISO,ORANI,3762,province,PH,,
20019,,BAGONG PARAISO,ORANI,3763,province,PH,,
20020,,BAGONG PARAISO,ORANI,3764,province,PH,,
20021,,BAGONG PARAISO,ORANI,3765,province,PH,,
20022,,BAGONG PARAISO,ORANI,3766,province,PH,,
20023,,BAGONG PARAISO,ORANI,3767,province,PH,,
20024,,BAGONG PARAISO,ORANI,3768,province,PH,,
20025,,BAGONG PARAISO,ORANI,3769,province,PH,,
20026,,BAGONG PARAISO,ORANI,3770,province,PH,,
20027,,BAGONG PARAISO,ORANI,3771,province,PH,,
20028,,BAGONG PARAISO,ORANI,3772,province,PH,,
20029,,BAGONG PARAISO,ORANI,3773,province,PH,,
20030,,BAGONG PARAISO,ORANI,3774,province,PH,,
20031,,BAGONG PARAISO,ORANI,3775,province,PH,,
20032,,BAGONG PARAISO,ORANI,3776,province,PH,,
20033,,BAGONG PARAISO,ORANI,3777,province,PH,,
20034,,BAGONG PARAISO,ORANI,3778,province,PH,,
20035,,BAGONG PARAISO,ORANI,3779,province,PH,,
20036,,BAGONG PARAISO,ORANI,3780,province,PH,,
20037,,BAGONG PARAISO,ORANI,3781,province,PH,,
20038,,BAGONG PARAISO,ORANI,3782,province,PH,,
20039,,BAGONG PARAISO,ORANI,3783,province,PH,,
20040,,BAGONG PARAISO,ORANI,3784,province,PH,,
20041,,BAGONG PARAISO,ORANI,3785,province,PH,,
20042,,BAGONG PARAISO,ORANI,3786,province,PH,,
20043,,BAGONG PARAISO,ORANI,3787,province,PH,,
20044,,BAGONG PARAISO,ORANI,3788,province,PH,,
20045,,BAGONG PARAISO,ORANI,3789,province,PH,,
20046,,BAGONG PARAISO,ORANI,3790,province,PH,,
20047,,BAGONG PARAISO,ORANI,3791,province,PH,,
20048,,BAGONG PARAISO,ORANI,3792,province,PH,,
20049,,BAGONG PARAISO,ORANI,3793,province,PH,,
20050,,BAGONG PARAISO,ORANI,3794,province,PH,,
20051,,BAGONG PARAISO,ORANI,3795,province,PH,,
20052,,BAGONG PARAISO,ORANI,3796,province,PH,,
20053,,BAGONG PARAISO,ORANI,3797,province,PH,,
20054,,BAGONG PARAISO,ORANI,3798,province,PH,,
20055,,BAGONG PARAISO,ORANI,3799,province,PH,,
20056,,BAGONG PARAISO,ORANI,3800,province,PH,,
20057,,BAGONG PARAISO,ORANI,3801,province,PH,,
20058,,BAGONG PARAISO,ORANI,3802,province,PH,,
20059,,BAGONG PARAISO,ORANI,3803,province,PH,,
20060,,BAGONG PARAISO,ORANI,3804,province,PH,,
20061,,BAGONG PARAISO,ORANI,3805,province,PH,,
20062,,BAGONG PARAISO,ORANI,3806,province,PH,,
20063,,BAGONG PARAISO,ORANI,3807,province,PH,,
20064,,BAGONG PARAISO,ORANI,3808,province,PH,,
20065,,BAGONG PARAISO,ORANI,3809,province,PH,,
20066,,BAGONG PARAISO,ORANI,3810,province,PH,,
20067,,BAGONG PARAISO,ORANI,3811,province,PH,,
20068,,BAGONG PARAISO,ORANI,3812,province,PH,,
20069,,BAGONG PARAISO,ORANI,3813,province,PH,,
20070,,BAGONG PARAISO,ORANI,3814,province,PH,,
20071,,BAGONG PARAISO,ORANI,3815,province,PH,,
20072,,BAGONG PARAISO,ORANI,3816,province,PH,,
20073,,BAGONG PARAISO,ORANI,3817,province,PH,,
20074,,BAGONG PARAISO,ORANI,3818,province,PH,,
20075,,BAGONG PARAISO,ORANI,3819,province,PH,,
20076,,BAGONG PARAISO,ORANI,3820,province,PH,,
20077,,BAGONG PARAISO,ORANI,3821,province,PH,,
20078,,BAGONG PARAISO,ORANI,3822,province,PH,,
20079,,BAGONG PARAISO,ORANI,3823,province,PH,,
20080,,BAGONG PARAISO,ORANI,3824,province,PH,,
20081,,BAGONG PARAISO,ORANI,3825,province,PH,,
20082,,BAGONG PARAISO,ORANI,3826,province,PH,,
20083,,BAGONG PARAISO,ORANI,3827,province,PH,,
20084,,BAGONG PARAISO,ORANI,3828,province,PH,,
20085,,BAGONG PARAISO,ORANI,3829,province,PH,,
20086,,BAGONG PARAISO,ORANI,3830,province,PH,,
20087,,BAGONG PARAISO,ORANI,3831,province,PH,,
20088,,BAGONG PARAISO,ORANI,3832,province,PH,,
20089,,BAGONG PARAISO,ORANI,3833,province,PH,,
20090,,BAGONG PARAISO,ORANI,3834,province,PH,,
20091,,BAGONG PARAISO,ORANI,3835,province,PH,,
20092,,BAGONG PARAISO,ORANI,3836,province,PH,,
20093,,BAGONG PARAISO,ORANI,3837,province,PH,,
20094,,BAGONG PARAISO,ORANI,3838,province,PH,,
20095,,BAGONG PARAISO,ORANI,3839,province,PH,,
20096,,BAGONG PARAISO,ORANI,3840,province,PH,,
20097,,BAGONG PARAISO,ORANI,3841,province,PH,,
20098,,BAGONG PARAISO,ORANI,3842,province,PH,,
20099,,BAGONG PARAISO,ORANI,3843,province,PH,,
20100,,BAGONG PARAISO,ORANI,3844,province,PH,,
20101,,BAGONG PARAISO,ORANI,3845,province,PH,,
20102,,BAGONG PARAISO,ORANI,3846,province,PH,,
20103,,BAGONG PARAISO,ORANI,3847,province,PH,,
20104,,BAGONG PARAISO,ORANI,3848,province,PH,,
20105,,BAGONG PARAISO,ORANI,3849,province,PH,,
20106,,BAGONG PARAISO,ORANI,3850,province,PH,,
20107,,BAGONG PARAISO,ORANI,3851,province,PH,,
20108,,BAGONG PARAISO,ORANI,3852,province,PH,,
20109,,BAGONG PARAISO,ORANI,3853,province,PH,,
20110,,BAGONG PARAISO,ORANI,3854,province,PH,,
20111,,BAGONG PARAISO,ORANI,3855,province,PH,,
20112,,BAGONG PARAISO,ORANI,3856,province,PH,,
20113,,BAGONG PARAISO,ORANI,3857,province,PH,,
20114,,BAGONG PARAISO,ORANI,3858,province,PH,,
20115,,BAGONG PARAISO,ORANI,3859,province,PH,,
20116,,BAGONG PARAISO,ORANI,3860,province,PH,,
20117,,BAGONG PARAISO,ORANI,3861,province,PH,,
20118,,BAGONG PARAISO,ORANI,3862,province,PH,,
270001,,TENEJERO,ORANI,3863,province,PH,,
270002,,TENEJERO,ORANI,3864,province,PH,,
270003,,TENEJERO,ORANI,3865,province,PH,,
270004,,TENEJERO,ORANI,3866,province,PH,,
270005,,TENEJERO,ORANI,3867,province,PH,,
270006,,TENEJERO,ORANI,3868,province,PH,,
270007,,TENEJERO,ORANI,3869,province,PH,,
270008,,TENEJERO,ORANI,3870,province,PH,,
270009,,TENEJERO,ORANI,3871,province,PH,,
270010,,TENEJERO,ORANI,3872,province,PH,,
270011,,TENEJERO,ORANI,3873,province,PH,,
270012,,TENEJERO,ORANI,3874,province,PH,,
270013,,TENEJERO,ORANI,3875,province,PH,,
270014,,TENEJERO,ORANI,3876,province,PH,,
270015,,TENEJERO,ORANI,3877,province,PH,,
270016,,TENEJERO,ORANI,3878,province,PH,,
270017,,TENEJERO,ORANI,3879,province,PH,,
270018,,TENEJERO,ORANI,3880,province,PH,,
270019,,TENEJERO,ORANI,3881,province,PH,,
270020,,TENEJERO,ORANI,3882,province,PH,,
270021,,TENEJERO,ORANI,3883,province,PH,,
270022,,TENEJERO,ORANI,3884,province,PH,,
270023,,TENEJERO,ORANI,3885,province,PH,,
270024,,TENEJERO,ORANI,3886,province,PH,,
270025,,TENEJERO,ORANI,3887,province,PH,,
270026,,TENEJERO,ORANI,3888,province,PH,,
270027,,TENEJERO,ORANI,3889,province,PH,,
270028,,TENEJERO,ORANI,3890,province,PH,,
270029,,TENEJERO,ORANI,3891,province,PH,,
270030,,TENEJERO,ORANI,3892,province,PH,,
270031,,TENEJERO,ORANI,3893,province,PH,,
270032,,TENEJERO,ORANI,3894,province,PH,,
270033,,TENEJERO,ORANI,3895,province,PH,,
270034,,TENEJERO,ORANI,3896,province,PH,,
270035,,TENEJERO,ORANI,3897,province,PH,,
270036,,TENEJERO,ORANI,3898,province,PH,,
270037,,TENEJERO,ORANI,3899,province,PH,,
270038,,TENEJERO,ORANI,3900,province,PH,,
270039,,TENEJERO,ORANI,3901,province,PH,,
270040,,TENEJERO,ORANI,3902,province,PH,,
270041,,TENEJERO,ORANI,3903,province,PH,,
270042,,TENEJERO,ORANI,3904,province,PH,,
270043,,TENEJERO,ORANI,3905,province,PH,,
270044,,TENEJERO,ORANI,3906,province,PH,,
270045,,TENEJERO,ORANI,3907,province,PH,,
270046,,TENEJERO,ORANI,3908,province,PH,,
270047,,TENEJERO,ORANI,3909,province,PH,,
270048,,TENEJERO,ORANI,3910,province,PH,,
270049,,TENEJERO,ORANI,3911,province,PH,,
270050,,TENEJERO,ORANI,3912,province,PH,,
270051,,TENEJERO,ORANI,3913,province,PH,,
270052,,TENEJERO,ORANI,3914,province,PH,,
270053,,TENEJERO,ORANI,3915,province,PH,,
270054,,TENEJERO,ORANI,3916,province,PH,,
270055,,TENEJERO,ORANI,3917,province,PH,,
270056,,TENEJERO,ORANI,3918,province,PH,,
270057,,TENEJERO,ORANI,3919,province,PH,,
270058,,TENEJERO,ORANI,3920,province,PH,,
270059,,TENEJERO,ORANI,3921,province,PH,,
270060,,TENEJERO,ORANI,3922,province,PH,,
270061,,TENEJERO,ORANI,3923,province,PH,,
270062,,TENEJERO,ORANI,3924,province,PH,,
270063,,TENEJERO,ORANI,3925,province,PH,,
270064,,TENEJERO,ORANI,3926,province,PH,,
270065,,TENEJERO,ORANI,3927,province,PH,,
270066,,TENEJERO,ORANI,3928,province,PH,,
270067,,TENEJERO,ORANI,3929,province,PH,,
270068,,TENEJERO,ORANI,3930,province,PH,,
270069,,TENEJERO,ORANI,3931,province,PH,,
270070,,TENEJERO,ORANI,3932,province,PH,,
270071,,TENEJERO,ORANI,3933,province,PH,,
270072,,TENEJERO,ORANI,3934,province,PH,,
270073,,TENEJERO,ORANI,3935,province,PH,,
270074,,TENEJERO,ORANI,3936,province,PH,,
270075,,TENEJERO,ORANI,3937,province,PH,,
270076,,TENEJERO,ORANI,3938,province,PH,,
270077,,TENEJERO,ORANI,3939,province,PH,,
270078,,TENEJERO,ORANI,3940,province,PH,,
270079,,TENEJERO,ORANI,3941,province,PH,,
270080,,TENEJERO,ORANI,3942,province,PH,,
270081,,TENEJERO,ORANI,3943,province,PH,,
270082,,TENEJERO,ORANI,3944,province,PH,,
270083,,TENEJERO,ORANI,3945,province,PH,,
270084,,TENEJERO,ORANI,3946,province,PH,,
270085,,TENEJERO,ORANI,3947,province,PH,,
270086,,TENEJERO,ORANI,3948,province,PH,,
270087,,TENEJERO,ORANI,3949,province,PH,,
270088,,TENEJERO,ORANI,3950,province,PH,,
270089,,TENEJERO,ORANI,3951,province,PH,,
270090,,TENEJERO,ORANI,3952,province,PH,,
270091,,TENEJERO,ORANI,3953,province,PH,,
270092,,TENEJERO,ORANI,3954,province,PH,,
270093,,TENEJERO,ORANI,3955,province,PH,,
270094,,TENEJERO,ORANI,3956,province,PH,,
270095,,TENEJERO,ORANI,3957,province,PH,,
270096,,TENEJERO,ORANI,3958,province,PH,,
270097,,TENEJERO,ORANI,3959,province,PH,,
270098,,TENEJERO,ORANI,3960,province,PH,,
270099,,TENEJERO,ORANI,3961,province,PH,,
270100,,TENEJERO,ORANI,3962,province,PH,,
270101,,TENEJERO,ORANI,3963,province,PH,,
270102,,TENEJERO,ORANI,3964,province,PH,,
270103,,TENEJERO,ORANI,3965,province,PH,,
270104,,TENEJERO,ORANI,3966,province,PH,,
270105,,TENEJERO,ORANI,3967,province,PH,,
270106,,TENEJERO,ORANI,3968,province,PH,,
270107,,TENEJERO,ORANI,3969,province,PH,,
270108,,TENEJERO,ORANI,3970,province,PH,,
270109,,TENEJERO,ORANI,3971,province,PH,,
270110,,TENEJERO,ORANI,3972,province,PH,,
270111,,TENEJERO,ORANI,3973,province,PH,,
270112,,TENEJERO,ORANI,3974,province,PH,,
270113,,TENEJERO,ORANI,3975,province,PH,,
270114,,TENEJERO,ORANI,3976,province,PH,,
270115,,TENEJERO,ORANI,3977,province,PH,,
270116,,TENEJERO,ORANI,3978,province,PH,,
270117,,TENEJERO,ORANI,3979,province,PH,,
270118,,TENEJERO,ORANI,3980,province,PH,,
270119,,TENEJERO,ORANI,3981,province,PH,,
270120,,TENEJERO,ORANI,3982,province,PH,,
270121,,TENEJERO,ORANI,3983,province,PH,,
270122,,TENEJERO,ORANI,3984,province,PH,,
270123,,TENEJERO,ORANI,3985,province,PH,,
190001,,PARANG PARANG,ORANI,3986,province,PH,,
190002,,PARANG PARANG,ORANI,3987,province,PH,,
190003,,PARANG PARANG,ORANI,3988,province,PH,,
190004,,PARANG PARANG,ORANI,3989,province,PH,,
190005,,PARANG PARANG,ORANI,3990,province,PH,,
190006,,PARANG PARANG,ORANI,3991,province,PH,,
190007,,PARANG PARANG,ORANI,3992,province,PH,,
190008,,PARANG PARANG,ORANI,3993,province,PH,,
190009,,PARANG PARANG,ORANI,3994,province,PH,,
190010,,PARANG PARANG,ORANI,3995,province,PH,,
190011,,PARANG PARANG,ORANI,3996,province,PH,,
190012,,PARANG PARANG,ORANI,3997,province,PH,,
190013,,PARANG PARANG,ORANI,3998,province,PH,,
190014,,PARANG PARANG,ORANI,3999,province,PH,,
190015,,PARANG PARANG,ORANI,4000,province,PH,,
190016,,PARANG PARANG,ORANI,4001,province,PH,,
190017,,PARANG PARANG,ORANI,4002,province,PH,,
190018,,PARANG PARANG,ORANI,4003,province,PH,,
190019,,PARANG PARANG,ORANI,4004,province,PH,,
190020,,PARANG PARANG,ORANI,4005,province,PH,,
190021,,PARANG PARANG,ORANI,4006,province,PH,,
190022,,PARANG PARANG,ORANI,4007,province,PH,,
190023,,PARANG PARANG,ORANI,4008,province,PH,,
190024,,PARANG PARANG,ORANI,4009,province,PH,,
190025,,PARANG PARANG,ORANI,4010,province,PH,,
190026,,PARANG PARANG,ORANI,4011,province,PH,,
190027,,PARANG PARANG,ORANI,4012,province,PH,,
190028,,PARANG PARANG,ORANI,4013,province,PH,,
190029,,PARANG PARANG,ORANI,4014,province,PH,,
190030,,PARANG PARANG,ORANI,4015,province,PH,,
190031,,PARANG PARANG,ORANI,4016,province,PH,,
190032,,PARANG PARANG,ORANI,4017,province,PH,,
190033,,PARANG PARANG,ORANI,4018,province,PH,,
190034,,PARANG PARANG,ORANI,4019,province,PH,,
190035,,PARANG PARANG,ORANI,4020,province,PH,,
190036,,PARANG PARANG,ORANI,4021,province,PH,,
190037,,PARANG PARANG,ORANI,4022,province,PH,,
190038,,PARANG PARANG,ORANI,4023,province,PH,,
190039,,PARANG PARANG,ORANI,4024,province,PH,,
190040,,PARANG PARANG,ORANI,4025,province,PH,,
190041,,PARANG PARANG,ORANI,4026,province,PH,,
190042,,PARANG PARANG,ORANI,4027,province,PH,,
190043,,PARANG PARANG,ORANI,4028,province,PH,,
190044,,PARANG PARANG,ORANI,4029,province,PH,,
190045,,PARANG PARANG,ORANI,4030,province,PH,,
190046,,PARANG PARANG,ORANI,4031,province,PH,,
190047,,PARANG PARANG,ORANI,4032,province,PH,,
190048,,PARANG PARANG,ORANI,4033,province,PH,,
190049,,PARANG PARANG,ORANI,4034,province,PH,,
190050,,PARANG PARANG,ORANI,4035,province,PH,,
190051,,PARANG PARANG,ORANI,4036,province,PH,,
190052,,PARANG PARANG,ORANI,4037,province,PH,,
190053,,PARANG PARANG,ORANI,4038,province,PH,,
190054,,PARANG PARANG,ORANI,4039,province,PH,,
190055,,PARANG PARANG,ORANI,4040,province,PH,,
190056,,PARANG PARANG,ORANI,4041,province,PH,,
190057,,PARANG PARANG,ORANI,4042,province,PH,,
190058,,PARANG PARANG,ORANI,4043,province,PH,,
190059,,PARANG PARANG,ORANI,4044,province,PH,,
190060,,PARANG PARANG,ORANI,4045,province,PH,,
190061,,PARANG PARANG,ORANI,4046,province,PH,,
190062,,PARANG PARANG,ORANI,4047,province,PH,,
190063,,PARANG PARANG,ORANI,4048,province,PH,,
190064,,PARANG PARANG,ORANI,4049,province,PH,,
190065,,PARANG PARANG,ORANI,4050,province,PH,,
190066,,PARANG PARANG,ORANI,4051,province,PH,,
190067,,PARANG PARANG,ORANI,4052,province,PH,,
190068,,PARANG PARANG,ORANI,4053,province,PH,,
190069,,PARANG PARANG,ORANI,4054,province,PH,,
190070,,PARANG PARANG,ORANI,4055,province,PH,,
190071,,PARANG PARANG,ORANI,4056,province,PH,,
190072,,PARANG PARANG,ORANI,4057,province,PH,,
190073,,PARANG PARANG,ORANI,4058,province,PH,,
190074,,PARANG PARANG,ORANI,4059,province,PH,,
190075,,PARANG PARANG,ORANI,4060,province,PH,,
190076,,PARANG PARANG,ORANI,4061,province,PH,,
190077,,PARANG PARANG,ORANI,4062,province,PH,,
190078,,PARANG PARANG,ORANI,4063,province,PH,,
90001,,KABALUTAN,ORANI,4064,province,PH,,
90002,,KABALUTAN,ORANI,4065,province,PH,,
90003,,KABALUTAN,ORANI,4066,province,PH,,
90004,,KABALUTAN,ORANI,4067,province,PH,,
90005,,KABALUTAN,ORANI,4068,province,PH,,
90006,,KABALUTAN,ORANI,4069,province,PH,,
90007,,KABALUTAN,ORANI,4070,province,PH,,
90008,,KABALUTAN,ORANI,4071,province,PH,,
90009,,KABALUTAN,ORANI,4072,province,PH,,
90010,,KABALUTAN,ORANI,4073,province,PH,,
90011,,KABALUTAN,ORANI,4074,province,PH,,
90012,,KABALUTAN,ORANI,4075,province,PH,,
90013,,KABALUTAN,ORANI,4076,province,PH,,
90014,,KABALUTAN,ORANI,4077,province,PH,,
90015,,KABALUTAN,ORANI,4078,province,PH,,
90016,,KABALUTAN,ORANI,4079,province,PH,,
90017,,KABALUTAN,ORANI,4080,province,PH,,
90018,,KABALUTAN,ORANI,4081,province,PH,,
